NUM@ARIST@SONG@YEAR@DECADE
85.0@@Tonight My Love, Tonight@1961.0@1960.0
58.0@@Take A Picture@2000.0@1960.0
95.0@@I Saw Her Standing There@1964.0@1960.0
98.0@@Green, Green Grass Of Home@1967.0@1960.0
81.0@@Live Like You Were Dying@2004.0@1960.0
78.0@@Think Twice@1961.0@1960.0
85.0@@Her Diamonds@2009.0@2000.0
7.0@@My Guy@1964.0@1960.0
52.0@@Blue On Blue@1963.0@1960.0
80.0@@The Best Day@2000.0@2000.0
31.0@@Overnight Celebrity@2004.0@2000.0
99.0@@Like I Love You@2002.0@2000.0
59.0@@Welcome To The Black Parade@2007.0@2000.0
95.0@@Mr. Sun, Mr. Moon@1969.0@1960.0
62.0@@Here without You@2003.0@1960.0
12.0@@Born Free@1966.0@1960.0
1.0@@Sugar Shack@1963.0@1960.0
31.0@@How you Gonna Act Like That@2003.0@2000.0
84.0@@19 Somethin'@2003.0@2000.0
40.0@@Twist And Shout@1964.0@1960.0
83.0@@Wind It Up@2007.0@2000.0
100.0@@634-5789@1966.0@1960.0
25.0@@Kicks@1966.0@2000.0
32.0@@Hey Baby@2002.0@2000.0
36.0@@Scars@2005.0@2000.0
36.0@@White Flag@2004.0@1960.0
11.0@@Disco Inferno@2005.0@2000.0
72.0@@That's The Way Love Is@1969.0@2000.0
77.0@@The Door Is Still Open To My Heart@1964.0@1960.0
15.0@@Kryptonite@2000.0@2000.0
49.0@@California Girls@1965.0@1960.0
43.0@@Never Let You Go@2000.0@1960.0
54.0@@Shortie Like Mine@2007.0@2000.0
65.0@@It's Gonna Work Out Fine@1961.0@2000.0
91.0@@Mrs. Officer@2008.0@2000.0
4.0@@Oh, Pretty Woman@1964.0@1960.0
29.0@@Chasing Cars@2006.0@1960.0
68.0@@Love Makes The World Go Round@1966.0@1960.0
5.0@@Everyday People@1969.0@1960.0
83.0@@Music@2001.0@2000.0
2.0@@Bleeding Love@2008.0@2000.0
97.0@@Most Girls@2001.0@2000.0
31.0@@Show Me The Meaning Of Being Lonely@2000.0@1960.0
29.0@@Party in the U.S.A.@2009.0@2000.0
64.0@@Psychotic Reaction@1966.0@1960.0
56.0@@Roses@2004.0@2000.0
19.0@@Fergalicious@2007.0@2000.0
100.0@@Needles And Pins@1964.0@1960.0
69.0@@No More (Baby I'ma Do Right)@2001.0@2000.0
10.0@@Wooden Heart (Muss I Denn)@1961.0@1960.0
43.0@@I Want To Be Wanted@1960.0@1960.0
85.0@@All Summer Long@2008.0@1960.0
64.0@@She Wolf@2009.0@1960.0
70.0@@Meet Virginia@2000.0@1960.0
58.0@@I Can@2003.0@2000.0
6.0@@A Thousand Miles@2002.0@2000.0
32.0@@Your Precious Love@1967.0@1960.0
95.0@@Feels Like Tonight@2008.0@2000.0
26.0@@Save The Last Dance For Me@1960.0@1960.0
88.0@@Hi-heel Sneakers@1964.0@1960.0
2.0@@I Fall To Pieces@1961.0@1960.0
87.0@@What was I Thinkin'@2003.0@2000.0
16.0@@U Don't have to Call@2002.0@2000.0
59.0@@Only Time@2001.0@1960.0
46.0@@My Cup Runneth Over@1967.0@1960.0
4.0@@You're Beautiful@2006.0@1960.0
81.0@@Baby@2002.0@2000.0
76.0@@Stairway To Heaven@1960.0@1960.0
33.0@@Girlfriend@2002.0@2000.0
4.0@@Reach Out I'll Be There@1966.0@1960.0
34.0@@It Feels So Good@2000.0@1960.0
10.0@@Blurry@2002.0@2000.0
84.0@@Then@2009.0@1960.0
13.0@@Over My Head (Cable Car)@2006.0@1960.0
8.0@@Single Ladies (Put A Ring On It)@2009.0@2000.0
35.0@@You Don't Have To Say You Love Me@1966.0@1960.0
15.0@@Here Without You@2004.0@1960.0
23.0@@All You Wanted@2002.0@1960.0
4.0@@You Were On My Mind@1965.0@1960.0
89.0@@Do You Believe In Magic@1965.0@1960.0
28.0@@What's New Pussycat?@1965.0@1960.0
60.0@@Moon River@1962.0@1960.0
47.0@@Slow Down@2005.0@2000.0
41.0@@Milkshake@2004.0@2000.0
79.0@@U Don't Know Me@2005.0@2000.0
41.0@@Obsessed@2009.0@2000.0
99.0@@Letters from Home@2004.0@2000.0
97.0@@Redneck Woman@2004.0@2000.0
80.0@@Go Getta@2007.0@2000.0
84.0@@The Boss@2008.0@2000.0
8.0@@I Wanna Love You@2007.0@2000.0
9.0@@Raindrops@1961.0@1960.0
6.0@@The Reason@2004.0@1960.0
3.0@@Mashed Potato Time@1962.0@1960.0
74.0@@Your Body@2005.0@2000.0
86.0@@Big Bad John@1961.0@1960.0
28.0@@Leavin'@2008.0@2000.0
26.0@@I Try@2000.0@1960.0
73.0@@Everybody Loves Me But You@1962.0@1960.0
63.0@@Separated@2000.0@2000.0
51.0@@Stand Up@2003.0@2000.0
71.0@@Underneath it All@2002.0@2000.0
27.0@@For What It's Worth@1967.0@1960.0
96.0@@Lovestoned@2007.0@2000.0
63.0@@The Man Who Shot Liberty Valance@1962.0@1960.0
94.0@@Happy People@2004.0@2000.0
11.0@@One@1969.0@1960.0
98.0@@Mississippi Girl@2005.0@2000.0
22.0@@Touch My Body@2008.0@2000.0
71.0@@Throw It In The Bag@2009.0@2000.0
53.0@@(Your Love Keeps Lifting Me) Higher And Higher@1967.0@1960.0
87.0@@Poetry In Motion@1960.0@1960.0
96.0@@The Way I Are@2008.0@2000.0
5.0@@People Got To Be Free@1968.0@1960.0
12.0@@Take A Bow@2008.0@2000.0
44.0@@Locked Up@2004.0@2000.0
48.0@@Over and Over@2005.0@2000.0
53.0@@Better In Time@2008.0@2000.0
57.0@@Speed of Sound@2005.0@2000.0
98.0@@There! I've Said It Again@1964.0@1960.0
56.0@@Can't Fight the Moonlight@2002.0@1960.0
90.0@@What About Now@2000.0@1960.0
50.0@@I Hate This Part@2009.0@2000.0
10.0@@It's All Right@1963.0@1960.0
93.0@@Kiss Kiss@2007.0@2000.0
84.0@@Cotton Candy@1964.0@1960.0
56.0@@Keep On Pushing@1964.0@1960.0
6.0@@Last Train To Clarksville@1966.0@1960.0
52.0@@Having A Party@1962.0@1960.0
54.0@@Beautiful@2009.0@2000.0
84.0@@Cyclone@2007.0@2000.0
36.0@@A Boy Named Sue@1969.0@2000.0
76.0@@White Horse@2009.0@1960.0
77.0@@Message To Michael@1966.0@1960.0
43.0@@Hooray For Hazel@1966.0@1960.0
30.0@@Lips of an Angel@2006.0@2000.0
59.0@@Baby I Love You@1967.0@2000.0
17.0@@I Know You Want Me (Calle Ocho)@2009.0@2000.0
3.0@@Ode To Billie Joe@1967.0@2000.0
42.0@@White On White@1964.0@1960.0
28.0@@He Loves U Not@2001.0@2000.0
65.0@@She's About A Mover@1965.0@1960.0
43.0@@Photograph@2005.0@2000.0
5.0@@The Way You Move@2004.0@2000.0
13.0@@Slow Motion@2004.0@2000.0
20.0@@Magic Stick@2003.0@2000.0
74.0@@Love Lockdown@2008.0@2000.0
53.0@@Atlantis@1969.0@1960.0
14.0@@Use Somebody@2009.0@1960.0
