NUM@ARIST@SONG@YEAR@DECADE
25.0@@Ole Buttermilk Sky@1947.0@2000.0
56.0@@I Wanna Love You Forever@2000.0@2000.0
42.0@@Run It!@2005.0@2000.0
78.0@@Jesus, take the Wheel@2006.0@2000.0
91.0@@I Do Not Hook Up@2009.0@2000.0
67.0@@Bubbly@2007.0@2000.0
2.0@@To Each His Own@1946.0@1940.0
33.0@@South Side@2001.0@2000.0
3.0@@No One@2008.0@2000.0
5.0@@Hips Don't Lie@2006.0@2000.0
71.0@@Party Up (Up In Here)@2000.0@2000.0
99.0@@Do I Make you Proud@2006.0@2000.0
61.0@@One Step at A Time@2008.0@2000.0
94.0@@Wonderful@2005.0@2000.0
42.0@@Splash Waterfalls@2004.0@2000.0
39.0@@With Arms Wide Open@2001.0@2000.0
45.0@@Can't Get You Out Of My Head@2002.0@2000.0
52.0@@Most Girls@2000.0@2000.0
23.0@@4 Minutes@2008.0@2000.0
77.0@@Disturbia@2009.0@2000.0
56.0@@Sweetest Girl (Dollar Bill)@2008.0@2000.0
66.0@@One Thing@2004.0@2000.0
93.0@@Girl On TV@2000.0@2000.0
58.0@@Danger (Been So Long)@2001.0@2000.0
78.0@@Here is Gone@2002.0@2000.0
25.0@@Hot n Cold@2009.0@2000.0
9.0@@Don't Cha@2005.0@2000.0
7.0@@Little White Lies@1948.0@1940.0
10.0@@Glamorous@2007.0@2000.0
74.0@@That's The Way@2000.0@2000.0
12.0@@Girlfriend@2007.0@2000.0
20.0@@Back At One@2000.0@2000.0
74.0@@Your Body@2005.0@2000.0
67.0@@Only God Knows Why@2000.0@2000.0
25.0@@My Happiness@1948.0@2000.0
97.0@@U Already Know@2005.0@2000.0
58.0@@There it Go! (The Whistle Song)@2006.0@2000.0
95.0@@Why You Wanna@2006.0@2000.0
94.0@@Happy People@2004.0@2000.0
46.0@@Golden Earrings@1947.0@1940.0
11.0@@Surrender@1946.0@1940.0
23.0@@I Hear A Rhapsody@1941.0@1940.0
84.0@@I Wanna Be Bad@2001.0@2000.0
21.0@@Oh@2005.0@2000.0
93.0@@Sick of Being Lonely@2003.0@2000.0
58.0@@Fall For You@2008.0@2000.0
69.0@@Who Knew@2007.0@2000.0
28.0@@You Do@1947.0@2000.0
89.0@@Sing for the Moment@2003.0@2000.0
2.0@@Bleeding Love@2008.0@2000.0
38.0@@Feudin' And Fightin'@1947.0@2000.0
46.0@@Wake Me up When September Ends@2005.0@1940.0
69.0@@Angel@2003.0@2000.0
49.0@@Some Cut@2005.0@2000.0
27.0@@How to Save a Life@2006.0@2000.0
57.0@@Escape@2002.0@2000.0
21.0@@The Climb@2009.0@2000.0
60.0@@Shawty@2007.0@2000.0
45.0@@Fiesta@2001.0@2000.0
3.0@@Promiscuous@2006.0@2000.0
26.0@@My Love@2007.0@2000.0
73.0@@Luv U Better@2002.0@2000.0
70.0@@Bell Bottom Trousers@1945.0@2000.0
9.0@@Chickery Chick@1945.0@2000.0
22.0@@Hero@2002.0@2000.0
17.0@@Music@2000.0@2000.0
73.0@@I Love College@2009.0@2000.0
92.0@@Money Maker@2007.0@2000.0
70.0@@If Today Was Your Last Day@2009.0@2000.0
2.0@@Sentimental Journey@1945.0@1940.0
34.0@@It Feels So Good@2000.0@2000.0
75.0@@Big Things Poppin' (Do It)@2007.0@2000.0
85.0@@Rock the Boat@2002.0@2000.0
16.0@@To Each His Own@1946.0@1940.0
34.0@@Diary@2004.0@2000.0
100.0@@Never Say Never@2009.0@2000.0
37.0@@Feel Good Inc@2005.0@2000.0
22.0@@Lonely No More@2005.0@2000.0
1.0@@Breathe@2000.0@2000.0
8.0@@Single Ladies (Put A Ring On It)@2009.0@2000.0
86.0@@Red Dirt Road@2003.0@2000.0
10.0@@Independent Women Part I@2001.0@2000.0
100.0@@Shackles (Praise You)@2000.0@2000.0
86.0@@Don't Think I'm Not@2000.0@2000.0
61.0@@She Will be Loved@2005.0@2000.0
29.0@@It's a Great Day for the Irish@1941.0@2000.0
26.0@@Laura@1945.0@1940.0
39.0@@No More@2000.0@2000.0
88.0@@It's A Great Day To Be Alive@2001.0@2000.0
94.0@@Step in the Name of Love@2003.0@2000.0
47.0@@Ole Buttermilk Sky@1947.0@2000.0
60.0@@Unpredictable@2006.0@2000.0
8.0@@Ac-cent-tchu-ate the Positive@1945.0@2000.0
63.0@@Wanksta@2003.0@2000.0
7.0@@Personality@1946.0@2000.0
2.0@@Smooth@2000.0@2000.0
21.0@@Without Me@2002.0@2000.0
5.0@@1, 2 Step@2005.0@2000.0
72.0@@U Should've Known Better@2004.0@2000.0
19.0@@Drift Away@2003.0@2000.0
7.0@@Hey There Delilah@2007.0@2000.0
50.0@@Get it Poppin'@2005.0@2000.0
80.0@@Days go By@2002.0@2000.0
92.0@@Come Over@2003.0@2000.0
29.0@@William Tell Overture@1948.0@2000.0
55.0@@Jenny from the Block@2003.0@2000.0
47.0@@Jaded@2001.0@2000.0
29.0@@Rock wit U (Awww Baby)@2003.0@2000.0
89.0@@I Remember@2008.0@2000.0
92.0@@Turn Off the Light@2002.0@2000.0
54.0@@Crazy For This Girl@2001.0@2000.0
84.0@@The Boss@2008.0@2000.0
84.0@@Broadway@2000.0@2000.0
89.0@@I'm A Thug@2001.0@2000.0
9.0@@Mule Train@1949.0@2000.0
39.0@@So Gone@2003.0@2000.0
90.0@@Have you Forgotten?@2003.0@2000.0
24.0@@Get It On Tonite@2000.0@2000.0
71.0@@Don't Wanna Try@2003.0@2000.0
47.0@@All Falls Down@2004.0@2000.0
49.0@@Savin' Me@2006.0@2000.0
66.0@@Underneath your Clothes@2002.0@2000.0
79.0@@Livin' It Up@2001.0@2000.0
42.0@@Mad@2009.0@2000.0
55.0@@Viva la Vida@2009.0@2000.0
79.0@@No More Drama@2002.0@2000.0
100.0@@She Got It@2008.0@2000.0
6.0@@If You're Gone@2001.0@2000.0
84.0@@Then@2009.0@2000.0
97.0@@Redneck Woman@2004.0@2000.0
81.0@@Live Like You Were Dying@2004.0@2000.0
26.0@@Because@1948.0@1940.0
19.0@@Fergalicious@2007.0@2000.0
31.0@@See You Again@2008.0@2000.0
78.0@@Outta Control (Remix)@2005.0@2000.0
98.0@@Into The Night@2008.0@2000.0
35.0@@Runaway Love@2007.0@2000.0
59.0@@Underneath it All@2003.0@2000.0
87.0@@In Love With A Girl@2008.0@2000.0
60.0@@I'm Still in Love with You@2004.0@2000.0
88.0@@Soul Survivor@2006.0@2000.0
60.0@@Say@2008.0@2000.0
58.0@@I Can@2003.0@2000.0
88.0@@Outta My System@2007.0@2000.0
45.0@@Walk Away@2006.0@2000.0
81.0@@Where I Wanna Be@2000.0@2000.0
99.0@@Heaven Sent@2008.0@2000.0
56.0@@I Just Wanna Love U (Give It 2 Me)@2001.0@2000.0
85.0@@I Think They Like Me@2006.0@2000.0
23.0@@Dip It Low@2004.0@2000.0
16.0@@Blame It@2009.0@2000.0
60.0@@If you're not the One@2003.0@2000.0
12.0@@You and Me@2005.0@2000.0
50.0@@In those Jeans@2003.0@2000.0
65.0@@The Space Between@2001.0@2000.0
77.0@@Suga Suga@2003.0@2000.0
73.0@@Throw Some D's@2007.0@2000.0
99.0@@That's That@2007.0@2000.0
54.0@@Shortie Like Mine@2007.0@2000.0
5.0@@Rumors Are Flying@1946.0@2000.0
66.0@@Get Like Me@2008.0@2000.0
56.0@@Roses@2004.0@2000.0
42.0@@My Humps@2006.0@2000.0
43.0@@High On A Windy Hill@1941.0@2000.0
47.0@@What you Know@2006.0@2000.0
12.0@@Doctor, Lawyer, Indian Chief@1946.0@2000.0
39.0@@American Boy@2008.0@2000.0
55.0@@Shadow Of The Day@2008.0@1940.0
32.0@@Ain't no Other Man@2006.0@2000.0
9.0@@The Gypsy@1946.0@1940.0
3.0@@Maria Maria@2000.0@2000.0
64.0@@Incomplete@2005.0@2000.0
93.0@@You'll Think of Me@2004.0@2000.0
99.0@@Real Good Man@2003.0@2000.0
7.0@@Right Thurr@2003.0@2000.0
43.0@@Make It Rain@2007.0@2000.0
83.0@@Everytime@2004.0@2000.0
58.0@@I Tried@2007.0@2000.0
96.0@@Like a Stone@2003.0@2000.0
28.0@@The First Cut Is The Deepest@2004.0@2000.0
72.0@@The Jump Off@2003.0@2000.0
37.0@@Heaven@2004.0@2000.0
74.0@@My Baby@2001.0@2000.0
48.0@@Your Body is a Wonderland@2003.0@2000.0
17.0@@Family Affair@2002.0@2000.0
77.0@@Call me When You're Sober@2006.0@2000.0
64.0@@Butterflies@2002.0@2000.0
21.0@@Dirt Off Your Shoulder@2004.0@2000.0
71.0@@Throw It In The Bag@2009.0@2000.0
6.0@@Unwell@2003.0@2000.0
41.0@@Happy@2002.0@2000.0
35.0@@Lovegame@2009.0@2000.0
61.0@@Thoia Thoing@2003.0@2000.0
19.0@@What A Girl Wants@2000.0@2000.0
58.0@@She Belongs to The Devil@1941.0@2000.0
17.0@@Someday@2004.0@2000.0
83.0@@My Best Friend@2000.0@2000.0
64.0@@I Wish@2000.0@2000.0
76.0@@White Horse@2009.0@2000.0
91.0@@Mrs. Officer@2008.0@2000.0
74.0@@Rompe@2006.0@2000.0
68.0@@Like A Boy@2007.0@2000.0
61.0@@Chasing Cars@2007.0@2000.0
68.0@@Differences@2002.0@2000.0
20.0@@I'm A Big Girl Now@1946.0@2000.0
87.0@@I Wish@2001.0@2000.0
13.0@@Ain't it Funny@2002.0@2000.0
1.0@@Near You@1947.0@1940.0
13.0@@Don't Phunk With My Heart@2005.0@2000.0
83.0@@You and Me@2006.0@2000.0
43.0@@I'm Like A Bird@2001.0@2000.0
17.0@@Don't Stop the Music@2008.0@2000.0
