NUM@ARIST@SONG@YEAR@DECADE
44.0@@Miss Independent@2003.0@2000.0
23.0@@I Need To Know@2000.0@2000.0
44.0@@Kryptonite@2001.0@2000.0
97.0@@Adorn@2012.0@2000.0
47.0@@What you Know@2006.0@2000.0
35.0@@Listen to your Heart@2005.0@2000.0
50.0@@Get it Poppin'@2005.0@2000.0
2.0@@Hollaback Girl@2005.0@2000.0
33.0@@Dance, Dance@2006.0@2000.0
55.0@@On Fire@2004.0@2000.0
69.0@@Baby Boy@2004.0@2000.0
73.0@@Touch It@2006.0@2000.0
83.0@@There Goes My Baby@2010.0@2000.0
47.0@@My Love Is Your Love@2000.0@2000.0
67.0@@Love@2001.0@2000.0
43.0@@I'm Like A Bird@2001.0@2000.0
26.0@@Sexy Chick@2010.0@2000.0
48.0@@Your Body is a Wonderland@2003.0@2000.0
90.0@@Have you Forgotten?@2003.0@2000.0
67.0@@Realize@2008.0@2000.0
10.0@@Gives You Hell@2009.0@2000.0
44.0@@Yo (Excuse Me Miss)@2006.0@2000.0
81.0@@Stuck Like Glue@2010.0@2000.0
71.0@@Drop it Like it's Hot@2004.0@2000.0
25.0@@Home@2007.0@2000.0
20.0@@Royals@2014.0@2000.0
85.0@@Die Young@2012.0@2000.0
33.0@@Alejandro@2010.0@2000.0
44.0@@Lonely@2005.0@2000.0
28.0@@He Loves U Not@2001.0@2000.0
18.0@@Team@2014.0@2000.0
40.0@@All The Small Things@2000.0@2000.0
26.0@@Love Don't Cost A Thing@2001.0@2000.0
94.0@@American Honey@2010.0@2000.0
89.0@@I'm A Thug@2001.0@2000.0
38.0@@It's My Life@2004.0@2000.0
25.0@@Paralyzer@2008.0@2000.0
28.0@@Unfaithful@2006.0@2000.0
92.0@@If I Die Young@2010.0@2010.0
17.0@@Someday@2004.0@2000.0
83.0@@Wind It Up@2007.0@2000.0
23.0@@How To Love@2011.0@2000.0
84.0@@19 Somethin'@2003.0@2000.0
71.0@@Rolling In The Deep@2012.0@2010.0
59.0@@Otherside@2000.0@2000.0
92.0@@Don't Tell Me@2004.0@2000.0
27.0@@Turn Me On@2004.0@2000.0
38.0@@Photograph@2006.0@2000.0
63.0@@Separated@2000.0@2000.0
64.0@@Butterflies@2002.0@2000.0
1.0@@Yeah!@2004.0@2000.0
30.0@@My Place@2004.0@2000.0
71.0@@Who Says you can't Go Home@2006.0@2000.0
15.0@@U Remind Me@2001.0@2000.0
9.0@@Bent@2000.0@2000.0
93.0@@I Don't Want This Night To End@2012.0@2000.0
8.0@@Love In This Club@2008.0@2000.0
58.0@@Fall For You@2008.0@2000.0
11.0@@Nothin' On You@2010.0@2000.0
