NUM@ARIST@SONG@YEAR@DECADE
63.0@@Sexyback@2007.0@2000.0
10.0@@He Wasn't Man Enough@2000.0@2000.0
93.0@@My Wish Came True@1959.0@1950.0
41.0@@Happy@2002.0@2000.0
71.0@@Cyclone@2008.0@2000.0
100.0@@Never Say Never@2009.0@2000.0
18.0@@Tennessee Waltz@1950.0@1950.0
81.0@@Love Story@2008.0@2000.0
35.0@@Money Maker@2006.0@2000.0
40.0@@Air Force Ones@2003.0@2000.0
7.0@@Let Me Blow Ya Mind@2001.0@2000.0
44.0@@The Green Door@1957.0@1950.0
7.0@@Love Song@2008.0@2000.0
86.0@@First Time@2007.0@2000.0
39.0@@Chances Are@1957.0@1950.0
80.0@@Gigolo@2004.0@2000.0
20.0@@Closer@2008.0@2000.0
65.0@@Let It Go@2007.0@2000.0
23.0@@4 Minutes@2008.0@2000.0
56.0@@I Just Wanna Love U (Give It 2 Me)@2001.0@2000.0
57.0@@Escape@2002.0@2000.0
99.0@@Heaven Sent@2008.0@2000.0
91.0@@You Shouldn't Kiss Me Like This@2001.0@2000.0
14.0@@Freek-a-Leek@2004.0@2000.0
52.0@@Friendly Persuasion (Thee I Love)@1956.0@1950.0
82.0@@How Do You Like Me Now?!@2000.0@2000.0
96.0@@I Don't Wanna@2000.0@2000.0
4.0@@Venus@1959.0@1950.0
55.0@@Move Bitch@2002.0@2000.0
21.0@@Drive@2001.0@2000.0
24.0@@Can't let you Go@2003.0@2000.0
84.0@@C.C. Rider@1957.0@1950.0
48.0@@Then The Morning Comes@2000.0@2000.0
72.0@@Love Like This@2008.0@2000.0
52.0@@Face Down@2007.0@2000.0
82.0@@Remember When@2004.0@1950.0
18.0@@Naughty Girl@2004.0@2000.0
78.0@@Big Girls Don't Cry@2008.0@2000.0
4.0@@Come On-a My House@1951.0@1950.0
10.0@@Tennessee Waltz@1951.0@1950.0
52.0@@U and Dat@2006.0@2000.0
33.0@@Back Here@2000.0@2000.0
46.0@@Hotel Room Service@2009.0@2000.0
9.0@@Heartless@2009.0@2000.0
90.0@@Shut Up And Drive@2007.0@2000.0
27.0@@The Game of Love@2003.0@2000.0
27.0@@Stronger@2007.0@2000.0
58.0@@I Tried@2007.0@2000.0
4.0@@This Love@2004.0@2000.0
92.0@@Green Light@2009.0@2000.0
71.0@@Party Up (Up In Here)@2000.0@2000.0
13.0@@Sixteen Tons@1955.0@1950.0
44.0@@Make Me Better@2007.0@2000.0
25.0@@Why Don't You Believe Me@1953.0@1950.0
12.0@@Dead And Gone@2009.0@2000.0
93.0@@Living and Living Well@2002.0@2000.0
25.0@@Home@2007.0@2000.0
30.0@@Because Of You@1951.0@1950.0
93.0@@Girl On TV@2000.0@2000.0
94.0@@Bounce With Me@2000.0@2000.0
88.0@@Better Off Alone@2000.0@1950.0
96.0@@Lovestoned@2007.0@2000.0
52.0@@I Like That@2004.0@2000.0
56.0@@Roses@2004.0@2000.0
15.0@@Here Without You@2004.0@2000.0
27.0@@It's Gonna Be Me@2000.0@2000.0
6.0@@A Thousand Miles@2002.0@2000.0
41.0@@Milkshake@2004.0@2000.0
94.0@@Step in the Name of Love@2003.0@2000.0
69.0@@Gimme That@2006.0@2000.0
98.0@@I'm Sprung@2006.0@2000.0
84.0@@Kewpie Doll@1958.0@2000.0
25.0@@I Apologize@1951.0@1950.0
2.0@@Poker Face@2009.0@2000.0
35.0@@Listen to your Heart@2005.0@2000.0
50.0@@Desert Rose@2000.0@1950.0
27.0@@Turn Me On@2004.0@2000.0
11.0@@Hit 'Em Up Style (Oops!)@2001.0@2000.0
55.0@@Raunchy@1957.0@1950.0
92.0@@7 Things@2008.0@2000.0
9.0@@Say It Right@2007.0@2000.0
70.0@@Who Needs You@1957.0@1950.0
15.0@@The Thing@1950.0@1950.0
84.0@@Good Morning Beautiful@2002.0@1950.0
55.0@@Turn Me Loose@1959.0@1950.0
6.0@@Till I Waltz Again With You@1953.0@1950.0
55.0@@On Fire@2004.0@2000.0
78.0@@Crash And Burn@2000.0@2000.0
10.0@@Round And Round@1957.0@2000.0
80.0@@Rockin' That Thang@2009.0@2000.0
80.0@@Loverboy@2001.0@2000.0
72.0@@Play@2001.0@2000.0
47.0@@Like You'll Never See Me Again@2008.0@2000.0
17.0@@The Happy Wanderer@1954.0@1950.0
21.0@@Bye Bye Bye@2000.0@2000.0
82.0@@Can You Find It in Your Heart@1956.0@1950.0
18.0@@The Way I Are@2007.0@2000.0
34.0@@Take You There@2008.0@2000.0
97.0@@Lay Down Your Arms@1956.0@1950.0
38.0@@Come On Over Baby (All I Want Is You)@2000.0@2000.0
70.0@@If Today Was Your Last Day@2009.0@2000.0
68.0@@It's Over Now@2001.0@2000.0
4.0@@Drops Of Jupiter (Tell Me)@2001.0@2000.0
44.0@@Sorry@2008.0@2000.0
8.0@@I Went To Your Wedding@1952.0@1950.0
14.0@@It's Been Awhile@2001.0@2000.0
41.0@@Wait For You@2007.0@2000.0
48.0@@Toxic@2004.0@2000.0
76.0@@Are You Gonna Be My Girl@2004.0@2000.0
81.0@@Ballad of a Teenage Queen@1958.0@2000.0
72.0@@What Am I Living For@1958.0@1950.0
23.0@@Survivor@2001.0@2000.0
87.0@@Sugar Moon@1958.0@1950.0
73.0@@I Only Have Eyes For You@1959.0@1950.0
28.0@@Leavin'@2008.0@2000.0
83.0@@We Thuggin'@2002.0@2000.0
28.0@@Lipstick On Your Collar@1959.0@1950.0
21.0@@Honky Tonk@1956.0@1950.0
72.0@@A Lover's Question@1959.0@1950.0
13.0@@Over My Head (Cable Car)@2006.0@2000.0
60.0@@Fireflies@2009.0@2000.0
20.0@@Peaches & Cream@2001.0@2000.0
19.0@@The Green Door@1956.0@1950.0
95.0@@Already Gone@2009.0@2000.0
63.0@@Wait (The Whisper Song)@2005.0@2000.0
32.0@@Moonlight Gambler@1957.0@1950.0
12.0@@Ebb Tide@1953.0@1950.0
100.0@@Shackles (Praise You)@2000.0@2000.0
9.0@@Memories Are Made Of This@1956.0@1950.0
57.0@@Speed of Sound@2005.0@2000.0
30.0@@Walk It Out@2007.0@2000.0
67.0@@One Wish@2006.0@2000.0
55.0@@Oops!... I Did It Again@2000.0@2000.0
62.0@@Hate That I Love You@2008.0@2000.0
84.0@@Beep@2006.0@2000.0
1.0@@The Battle Of New Orleans@1959.0@2000.0
29.0@@Standing On The Corner@1956.0@2000.0
51.0@@Stand Up@2003.0@2000.0
13.0@@Pretend@1953.0@1950.0
24.0@@Hate It or Love It@2005.0@2000.0
15.0@@Kryptonite@2000.0@2000.0
56.0@@Love Me@1957.0@1950.0
12.0@@The Purple People Eater@1958.0@2000.0
81.0@@I Walk the Line@1956.0@2000.0
70.0@@Big Man@1958.0@1950.0
77.0@@Dark Moon@1957.0@1950.0
91.0@@I Do Not Hook Up@2009.0@2000.0
19.0@@Kiss Kiss@2008.0@2000.0
27.0@@Be-bop-a-lula@1956.0@1950.0
77.0@@100 Years@2004.0@2000.0
19.0@@Kiss Me Thru The Phone@2009.0@2000.0
63.0@@Wanksta@2003.0@2000.0
78.0@@Just A Little Too Much@1959.0@2000.0
64.0@@She Wolf@2009.0@2000.0
61.0@@One Step at A Time@2008.0@2000.0
37.0@@Feel Good Inc@2005.0@2000.0
50.0@@If Everyone Cared@2007.0@1950.0
16.0@@Disturbia@2008.0@2000.0
63.0@@No Surprise@2009.0@2000.0
49.0@@Salt Shaker@2004.0@2000.0
44.0@@I Need Your Love Tonight@1959.0@1950.0
97.0@@Take A Message To Mary@1959.0@2000.0
26.0@@Tonight You Belong To Me@1956.0@1950.0
43.0@@A Milli@2008.0@2000.0
94.0@@Love Remains The Same@2008.0@2000.0
50.0@@Get it Poppin'@2005.0@2000.0
87.0@@What was I Thinkin'@2003.0@2000.0
34.0@@Gold Digger@2006.0@2000.0
51.0@@Oh Lonesome Me@1958.0@2000.0
95.0@@E.I.@2001.0@2000.0
68.0@@Damn!@2004.0@2000.0
23.0@@I Need To Know@2000.0@2000.0
67.0@@Bubbly@2007.0@2000.0
1.0@@Hanging By A Moment@2001.0@2000.0
96.0@@Like a Stone@2003.0@1950.0
53.0@@Sorry 2004@2004.0@2000.0
38.0@@Oops (Oh My)@2002.0@2000.0
7.0@@I Don't Wanna Know@2004.0@2000.0
27.0@@Circus@2009.0@2000.0
29.0@@C'est Si Bon@1953.0@1950.0
21.0@@Glow Worm@1952.0@1950.0
34.0@@Diary@2004.0@2000.0
94.0@@When You're Mad@2006.0@2000.0
43.0@@Where'd You Go@2006.0@2000.0
91.0@@I Like It@2000.0@2000.0
8.0@@Miss You@2003.0@2000.0
23.0@@Poor Little Fool@1958.0@2000.0
3.0@@Cry@1952.0@2000.0
8.0@@Sincerely@1955.0@1950.0
2.0@@Foolish@2002.0@2000.0
32.0@@Book Of Love@1958.0@1950.0
100.0@@I Do!!@2002.0@2000.0
27.0@@Honeycomb@1957.0@2000.0
60.0@@Shawty@2007.0@2000.0
64.0@@Incomplete@2005.0@2000.0
85.0@@Rock the Boat@2002.0@2000.0
28.0@@Day 'n' Nite@2009.0@2000.0
39.0@@Who's Sorry Now@1958.0@1950.0
53.0@@Hey Ma@2002.0@2000.0
14.0@@Use Somebody@2009.0@2000.0
38.0@@Photograph@2006.0@2000.0
52.0@@Please Don't Leave Me@2009.0@2000.0
86.0@@Red Dirt Road@2003.0@2000.0
6.0@@Say My Name@2000.0@2000.0
24.0@@Get the Party Started@2002.0@2000.0
61.0@@Through the Wire@2004.0@2000.0
67.0@@The Chipmunk Song@1959.0@2000.0
30.0@@Lips of an Angel@2006.0@2000.0
100.0@@Give Me That@2005.0@2000.0
76.0@@No One@2007.0@2000.0
78.0@@Love of my Life (An Ode to Hip Hop)@2003.0@2000.0
