ARTIST@DECADE@NUM@SONG@YEAR
Ice Cube@1990@78.0@It Was A Good Day@1993.0
Captain Hollywood Project@1990@79.0@More And More@1993.0
Heights@1990@80.0@How Do You Talk To An Angel@1993.0
Digable Planets@1990@81.0@Rebirth Of Slick (Cool Like Dat)@1993.0
Haddaway@1990@82.0@What Is Love@1993.0
Michael Bolton@1960@83.0@To Love Somebody@1993.0
En Vogue@1990@84.0@Give It Up, Turn It Loose@1993.0
Kris Kross@1990@85.0@Alright@1993.0
Ice Cube@1990@86.0@Check Yo Self@1993.0
Sting@1990@87.0@Fields Of Gold@1993.0
Dino@1990@88.0@Ooh Child@1993.0
Go West@1990@89.0@Faithful@1993.0
Rod Stewart@1960@90.0@Reason To Believe@1993.0
Tears For Fears@1990@91.0@Break It Down Again@1993.0
Joey Lawrence@1990@92.0@Nothin' My Love Can't Fix@1993.0
Aerosmith@1960@94.0@Livin' On The Edge@1993.0
Gin Blossoms@1990@95.0@Hey Jealousy@1993.0
Sting@1990@96.0@If I Ever Lose My Faith In You@1993.0
Tony! Toni! Tone!@1960@97.0@Anniversary@1993.0
Jade@1990@98.0@One Woman@1993.0
Taylor Dayne@1990@99.0@Can't Get Enough Of Your Love@1993.0
Def Leppard@1960@100.0@Two Steps Behind@1993.0
Coolio@1990@1.0@Gangsta's Paradise@1995.0
TLC@1990@2.0@Waterfalls@1995.0
TLC@1990@3.0@Creep@1995.0
Seal@1990@4.0@Kiss From A Rose@1995.0
Boyz II Men@1990@5.0@On Bended Knee@1995.0
Real McCoy@1990@6.0@Another Night@1995.0
Mariah Carey@1990@7.0@Fantasy@1995.0
Madonna@1990@8.0@Take A Bow@1995.0
Monica@1990@9.0@Don't Take It Personal (Just One Of Dem Days)@1995.0
Montell Jordan@1990@10.0@This Is How We Do It@1995.0
Dionne Farris@1960@11.0@I Know@1995.0
Boyz II Men@1990@12.0@Water Runs Dry@1995.0
Adina Howard@1990@13.0@Freak Like Me@1995.0
Blues Traveler@1990@14.0@Run-Around@1995.0
All-4-One@1990@15.0@I Can Love You Like That@1995.0
Bryan Adams@1990@16.0@Have You Ever Really Loved A Woman?@1995.0
Bon Jovi@1990@17.0@Always@1995.0
Nicki French@1990@19.0@Total Eclipse Of The Heart@1995.0
Des'ree@1960@20.0@You Gotta Be@1995.0
Michael Jackson@1960@21.0@You Are Not Alone@1995.0
Hootie and The Blowfish@1990@22.0@Hold My Hand@1995.0
Ini Kamoze@1990@24.0@Here Comes The Hotstepper@1995.0
Soul For Real@1960@25.0@Candy Rain@1995.0
Hootie and The Blowfish@1990@26.0@Let Her Cry@1995.0
Blessid Union Of Souls@1960@27.0@I Believe@1995.0
TLC@1990@28.0@Red Light Special@1995.0
Janet Jackson@1990@29.0@Runaway@1995.0
Sheryl Crow@1990@30.0@Strong Enough@1995.0
Vanessa Williams@1960@31.0@Colors Of The Wind@1995.0
Jon B.@1990@32.0@Someone To Love@1995.0
Hootie and The Blowfish@1990@33.0@Only Wanna Be With You@1995.0
Brownstone@1990@34.0@If You Love Me@1995.0
Martin Page@1990@35.0@In The House Of Stone And Light@1995.0
Luniz@1990@36.0@I Got 5 On It@1995.0
Brandy@1990@37.0@Baby@1995.0
Real McCoy@1990@38.0@Run Away@1995.0
Sophie B. Hawkins@1990@39.0@As I Lay Me Down@1995.0
Mokenstef@1990@40.0@He's Mine@1995.0
Collective Soul@1960@41.0@December@1995.0
Diana King@1960@43.0@Shy Guy@1995.0
Melissa Etheridge@1990@44.0@I'm The Only One@1995.0
Soul For Real@1990@45.0@Every Little Thing I Do@1995.0
4 P.M.@1960@48.0@Sukiyaki@1995.0
Brandy@1990@49.0@I Wanna Be Down@1995.0
Boyz II Men@1990@50.0@I'll Make Love To You@1995.0
Jamie Walters@1990@52.0@Hold On@1995.0
Dr. Dre@1990@53.0@Keep Their Heads Ringin'@1995.0
Corona@1990@54.0@The Rhythm Of The Night@1995.0
Del Amitri@1960@55.0@Roll To Me@1995.0
Jodeci@1990@57.0@Freek'n You@1995.0
Skee-lo@1990@58.0@I Wish@1995.0
Elton John@1960@59.0@Believe@1995.0
Natalie Merchant@1960@60.0@Carnival@1995.0
Tom Petty@1990@61.0@You Don't Know How It Feels@1995.0
Take That@1990@62.0@Back For Good@1995.0
69 Boyz@1990@63.0@Tootsee Roll@1995.0
Groove Theory@1990@65.0@Tell Me@1995.0
Total@1990@66.0@Can't You See@1995.0
Sheryl Crow@1990@67.0@All I Wanna Do@1995.0
Subway@1990@68.0@This Lil' Game We Play@1995.0
Real McCoy@1990@69.0@Come And Get Your Love@1995.0
Bon Jovi@1990@70.0@This Ain't A Love Song@1995.0
Madonna@1990@71.0@Secret@1995.0
Junior M.A.F.I.A.@1990@72.0@Player's Anthem@1995.0
Naughty By Nature@1990@73.0@Feel Me Flow@1995.0
Jade@1990@74.0@Every Day Of The Week@1995.0
Vanessa Williams@1960@75.0@The Sweetest Days@1995.0
20 Fingers feat. Gillette@1960@76.0@Short Dick Man@1995.0
Brandy@1960@77.0@Brokenhearted@1995.0
Annie Lennox@1960@78.0@No More "I Love You's"@1995.0
Faith Evans@1990@79.0@You Used To Love Me@1995.0
Immature@1990@80.0@Constantly@1995.0
U2@1960@81.0@Hold Me, Thrill Me, Kiss Me, Kill Me@1995.0
Crystal Waters@1990@82.0@100% Pure Love@1995.0
Raphael Saadiq@1990@83.0@Ask Of You@1995.0
Az@1990@84.0@Sugar Hill@1995.0
Better Than Ezra@1960@85.0@Good@1995.0
D'angelo@1990@86.0@Brown Sugar@1995.0
Gloria Estefan@1960@87.0@Turn The Beat Around@1995.0
After 7@1990@88.0@'Til You Do Me Right@1995.0
Bone Thugs-N-Harmony@1990@89.0@1st Of Tha Month@1995.0
Firehouse@1990@91.0@I Live My Life For You@1995.0
Rednex@1960@93.0@Cotton Eye Joe@1995.0
Boyz II Men@1960@94.0@Thank You@1995.0
Pretenders@1990@95.0@I'll Stand By You@1995.0
N II U@1990@96.0@I Miss You@1995.0
Da Brat@1990@97.0@Give It 2 You@1995.0
Brandy@1990@98.0@Best Friend@1995.0
Soul Asylum@1960@99.0@Misery@1995.0
Van Halen@1990@100.0@Can't Stop Lovin' You@1995.0
Next@1990@1.0@Too Close@1998.0
Shania Twain@1990@3.0@You're Still The One@1998.0
Savage Garden@1990@4.0@Truly Madly Deeply@1998.0
LeAnn Rimes@1990@5.0@How Do I Live@1998.0
Janet@1990@6.0@Together Again@1998.0
Elton John@1990@8.0@Candle In The Wind 1997@1998.0
Usher@1990@9.0@Nice & Slow@1998.0
Third Eye Blind@1990@11.0@How's It Going To Be@1998.0
Destiny's Child@1990@12.0@No, No, No@1998.0
Will Smith@1990@14.0@Gettin' Jiggy Wit It@1998.0
Usher@1990@15.0@You Make Me Wanna...@1998.0
Usher@1990@16.0@My Way@1998.0
Mariah Carey@1990@17.0@My All@1998.0
Monica@1990@18.0@The First Night@1998.0
Puff Daddy and The Family@1990@19.0@Been Around The World@1998.0
Sarah McLachlan@1990@20.0@Adia@1998.0
Jennifer Paige@1960@21.0@Crush@1998.0
Backstreet Boys@1990@22.0@Everybody (Backstreet's Back)@1998.0
Aerosmith@1990@23.0@I Don't Want To Miss A Thing@1998.0
Faith Hill@1960@25.0@This Kiss@1998.0
Uncle Sam@1990@26.0@I Don't Ever Want To See You Again@1998.0
Montell Jordan@1990@27.0@Let's Ride@1998.0
Marcy Playground@1960@28.0@Sex And Candy@1998.0
Robyn@1990@29.0@Show Me Love@1998.0
Boyz II Men@1990@30.0@A Song For Mama@1998.0
Mase@1990@31.0@What You Want@1998.0
Madonna@1990@32.0@Frozen@1998.0
Wyclef Jean@1990@33.0@Gone Till November@1998.0
Lsg@1990@34.0@My Body@1998.0
Chumbawamba@1990@35.0@Tubthumping@1998.0
Five@1990@38.0@When The Lights Go Out@1998.0
Jon B.@1990@39.0@They Don't Know@1998.0
Master P@1990@40.0@Make Em' Say Uhh!@1998.0
Nicole feat. Missy "Misdemeanor" Elliott and Mocha@1990@41.0@Make It Hot@1998.0
All Saints@1990@42.0@Never Ever@1998.0
Janet@1990@43.0@I Get Lonely@1998.0
Mase@1990@44.0@Feel So Good@1998.0
Voices Of Theory@1990@45.0@Say It@1998.0
Billie Myers@1990@46.0@Kiss The Rain@1998.0
Puff Daddy@1990@47.0@Come With Me@1998.0
Hanson@1960@50.0@I Will Come To You@1998.0
Barenaked Ladies@1990@51.0@One Week@1998.0
K.P. and Envyi@1990@52.0@Swing My Way@1998.0
Xscape@1990@53.0@The Arms Of The One Who Loves You@1998.0
Somethin' For The People@1990@54.0@My Love Is The Shhh!@1998.0
Tatyana Ali@1990@55.0@Daydreamin'@1998.0
Dru Hill@1990@56.0@We're Not Making Love No More@1998.0
Third Eye Blind@1990@57.0@Semi-Charmed Life@1998.0
Lisa Loeb@1960@58.0@I Do@1998.0
Mase@1990@59.0@Lookin' At Me@1998.0
LeAnn Rimes@1990@60.0@Looking Through Your Eyes@1998.0
Divine@1990@61.0@Lately@1998.0
Backstreet Boys@1990@62.0@Quit Playing Games (With My Heart)@1998.0
Next@1990@63.0@I Still Love You@1998.0
Inoj@1990@64.0@Time After Time@1998.0
Jimmy Ray@1960@65.0@Are You Jimmy Ray?@1998.0
Ace Of Base@1960@66.0@Cruel Summer@1998.0
Master P@1990@67.0@I Got The Hook Up!@1998.0
Puff Daddy and The Family@1990@68.0@Victory@1998.0
Spice Girls@1990@69.0@Too Much@1998.0
Pras Feat. Ol' Dirty Bastard and Mya@1990@70.0@Ghetto Supastar (That Is What You Are)@1998.0
Dru Hill feat. Redman@1990@71.0@How Deep Is Your Love@1998.0
Kelly Price@1990@72.0@Friend Of Mine@1998.0
Busta Rhymes@1990@73.0@Turn It Up [Remix] / Fire It Up@1998.0
Edwin McCain@1960@74.0@I'll Be@1998.0
Madonna@1990@75.0@Ray Of Light@1998.0
Sister Hazel@1990@76.0@All For You@1998.0
Monifah@1990@77.0@Touch It@1998.0
Lox@1990@78.0@Money, Power & Respect@1998.0
The Verve@1990@79.0@Bitter Sweet Symphony@1998.0
Busta Rhymes@1990@80.0@Dangerous@1998.0
Spice Girls@1990@81.0@Spice Up Your Life@1998.0
Loreena McKennitt@1960@83.0@The Mummers' Dance@1998.0
Allure feat. 112@1990@84.0@All Cried Out@1998.0
Big Punisher feat. Joe@1990@85.0@Still Not A Player@1998.0
Aaliyah@1990@86.0@The One I Gave My Heart To@1998.0
Inoj@1990@88.0@Love You Down@1998.0
2Pac@1990@89.0@Do For Love@1998.0
Luke@1990@90.0@Raise The Roof@1998.0
Nu Flavor@1990@91.0@Heaven@1998.0
Next@1990@94.0@Butta Love@1998.0
Aretha Franklin@1990@95.0@A Rose Is Still A Rose@1998.0
Boyz II Men@1990@96.0@4 Seasons Of Loneliness@1998.0
LL Cool J@1990@97.0@Father@1998.0
Gerald Levert@1990@98.0@Thinkin' Bout It@1998.0
Deborah Cox@1990@99.0@Nobody's Supposed To Be Here@1998.0
TQ@1990@100.0@Westside@1998.0
